"Site name","Address","Phone","Program Name","Length of Day"
" Palmer","5051 N. Kenneth ",5343704,"Prekindergarten For All","3-4 hours"
" Trumbull","5200 N. Ashland ",5342430,"Prekindergarten For All","3-4 hours"
" Leland","5221 W. Congress ",5346340,"Prekindergarten For All","3-4 hours"
" Otis","525 N. Armour St. ",5347665,"Prekindergarten For All","3-4 hours"
" Nightingale","5250 S. Rockwell ",5359270,"Prekindergarten For All","3-4 hours"
" Libby","5300 S. Loomis ",5359050,"Prekindergarten For All","3-4 hours"
" Portage Park","5330 W. Berteau ",5343576,"Prekindergarten For All","3-4 hours"
" Brown","54 N. Hermitage ",5347250,"Prekindergarten For All","3-4 hours"
" Hanson Park","5411 W. Fullerton ",5343100,"Prekindergarten For All","3-4 hours"
" Farnsworth","5414 N. Linder ",5343535,"Prekindergarten For All","3-4 hours"
" Oriole Park","5424 N. Oketo ",5341201,"Prekindergarten For All","3-4 hours"
" Talman","5450 S. Talman ",5357850,"Prekindergarten For All","3-4 hours"
" Emmet","5500 W. Madison ",5346050,"Prekindergarten For All","3-4 hours"
" Peterson","5510 N. Christiana ",5345070,"Prekindergarten For All","3-4 hours"
" Carson","5516 S. Maplewood ",5359222,"Prekindergarten For All","3-4 hours"
" Hitch","5625 N. Mcvicker ",5341189,"Prekindergarten For All","3-4 hours"
" Kinzie","5625 S. Mobile ",5352425,"Prekindergarten For All","3-4 hours"
" Ray","5631 S Kimbark ",5350970,"Prekindergarten For All","3-4 hours"
" Henderson","5650 S. Wolcott ",5359080,"Prekindergarten For All","3-4 hours"
" Carter","5740 S. Michigan Ave. ",5350860,"Prekindergarten For All","3-4 hours"
" Norwood Park","5900 N. Nina ",5341198,"Prekindergarten For All","3-4 hours"
" Swift","5900 N. Winthrop ",5342695,"Prekindergarten For All","3-4 hours"
" Copernicus","6010 S. Throop ",5359180,"Prekindergarten For All","3-4 hours"
" Morrill","6011 S. Rockwell ",5359288,"Prekindergarten For All","3-4 hours"
" Belmont-Cragin-Socrates","6041 W. Diversey ",5343318,"Prekindergarten For All","3-4 hours"
" Dore","6108 S. Natoma Ave. ",5352080,"Prekindergarten For All","3-4 hours"
" Hale","6140 S. Melvina ",5352265,"Prekindergarten For All","3-4 hours"
" Solomon","6206 N. Hamlin ",5345226,"Prekindergarten For All","3-4 hours"
" Woods","6206 S. Racine ",5359250,"Prekindergarten For All","3-4 hours"
" Edison Park","6220 N. Olcott ",5341209,"Prekindergarten For All","3-4 hours"
" Lovett","6333 W. Bloomingdale ",5343130,"Prekindergarten For All","3-4 hours"
" Wadsworth","6420 S. University ",5350730,"Prekindergarten For All","3-4 hours"
" Beard","6445 W. Strong ",5341230,"Prekindergarten For All","3-4 hours"
" Lee","6448 S. Tripp ",5352255,"Prekindergarten For All","3-4 hours"
" Ryerson","646 N. Lawndale ",5346700,"Prekindergarten For All","3-4 hours"
" Pirie","650 E. 85Th St ",5353435,"Prekindergarten For All","3-4 hours"
" Burnside","650 E. 91st Pl. ",5353300,"Prekindergarten For All","3-4 hours"
" Till, Emmet","6543 S. Champlain ",5350570,"Prekindergarten For All","3-4 hours"
" Marquette","6550 S. Richmond ",5359260,"Prekindergarten For All","3-4 hours"
" Dumas","6615 S. Kenwood Ave ",5350802,"Prekindergarten For All","3-4 hours"
" Onahan","6634 W. Raven St. ",5341180,"Prekindergarten For All","3-4 hours"
" Banneker","6656 S. Normal Blvd. ",5353020,"Prekindergarten For All","3-4 hours"
" Kilmer","6700 N. Greenview ",5342115,"Prekindergarten For All","3-4 hours"
" Boone","6710 N. Washtenaw ",5342160,"Prekindergarten For All","3-4 hours"
" Brownell","6741 S. Michigan ",5353030,"Prekindergarten For All","3-4 hours"
" Parkside","6938 S. East End Av. ",5350940,"Prekindergarten For All","3-4 hours"
" Wentworth","6950 S. Sangamon ",5353394,"Prekindergarten For All","3-4 hours"
" Park Manor","7037 S. Rhodes ",5353070,"Prekindergarten For All","3-4 hours"
" Howe","720 N. Lorel ",5346060,"Prekindergarten For All","3-4 hours"
" Randolph","7316 S. Hoyne ",5359015,"Prekindergarten For All","3-4 hours"
" Rogers","7345 N. Washtenaw ",5342125,"Prekindergarten For All","3-4 hours"
" Ebinger","7350 W Pratt ",5341070,"Prekindergarten For All","3-4 hours"
" Bouchet","7355 S. Jeffery ",5350501,"Prekindergarten For All","3-4 hours"
" King","740 S. Campbell Ave ",5347898,"Prekindergarten For All","3-4 hours"
" Smith","744 E. 103rd St. ",5355689,"Prekindergarten For All","3-4 hours"
" Irving","749 S. Oakley Blvd ",5347295,"Prekindergarten For All","3-4 hours"
" Stock","7507 W. Birchwood ",5341215,"Prekindergarten For All","3-4 hours"
" Kellman","751 S. Sacramento ",5346602,"Prekindergarten For All","3-4 hours"
" Harvard","7525 S. Harvard ",5353045,"Prekindergarten For All","3-4 hours"
" Oglesby","7646 S. Green ",5353060,"Prekindergarten For All","3-4 hours"
" Stevenson","8010 S. Kostner ",5352280,"Prekindergarten For All","3-4 hours"
" Avalon Park","8045 S. Kenwood ",5356615,"Prekindergarten For All","3-4 hours"
" Mann","8050 S. Chappel ",5356640,"Prekindergarten For All","3-4 hours"
" Lenart","8101 S. LaSalle St. ",5350040,"Prekindergarten For All","3-4 hours"
" Cook","8150 S. Bishop ",5353315,"Prekindergarten For All","3-4 hours"
" South Chicago","8255 S. Houston Ave. ",5357930,"Prekindergarten For All","3-4 hours"
" Ashburn School","8300 S. St Louis Ave. ",5357860,"Prekindergarten For All","3-4 hours"
" Dixon","8306 S. St. Lawrence ",5353834,"Prekindergarten For All","3-4 hours"
" Greeley","832 W. Sheridan ",5345800,"Prekindergarten For All","3-4 hours"
" New Sullivan","8331 S. Mackinaw ",5356585,"Prekindergarten For All","3-4 hours"
" Coles","8441 S. Yates ",5356550,"Prekindergarten For All","3-4 hours"
" Inter-American Magnet","851 W. Waveland ",5345490,"Prekindergarten For All","3-4 hours"
" Foster Park","8530 S. Wood St. ",5352725,"Prekindergarten For All","3-4 hours"
" Caldwell","8546 S. Cregier ",5356300,"Prekindergarten For All","3-4 hours"
" Dirksen","8601 W. Foster ",5341090,"Prekindergarten For All","3-4 hours"
" Thorp, J.N.","8914 S. Buffalo ",5356250,"Prekindergarten For All","3-4 hours"
" Mireles","9000 S. Exchange ",5356360,"Prekindergarten For All","3-4 hours"
" Fort Dearborn","9025 S. Throop ",5352680,"Prekindergarten For All","3-4 hours"
" Davis Dev. Center","9101 S. Jeffery ",5356209,"Prekindergarten For All","3-4 hours"
" Armour","911 West 32nd Place ",5357297,"Prekindergarten For All","3-4 hours"
" Washington, H.","9130 S. University ",5356225,"Prekindergarten For All","3-4 hours"
" Jackson, M.","917 W. 88Th St. ",5353341,"Prekindergarten For All","3-4 hours"
" Warren","9239 S. Jeffery ",5356625,"Prekindergarten For All","3-4 hours"
" Gillespie","9301 S. State St. ",5355065,"Prekindergarten For All","3-4 hours"
" Kozminski Com Acad","936 E. 54Th ",5350980,"Prekindergarten For All","3-4 hours"
" Wacker","9746 S. Morgan ",5352821,"Prekindergarten For All","3-4 hours"
" Schmid","9755 S. Greenwood ",5356235,"Prekindergarten For All","3-4 hours"
" Marsh","9810 S. Exchange ",5356430,"Prekindergarten For All","3-4 hours"
" Evers","9811 S. Lowe ",5352565,"Prekindergarten For All","3-4 hours"
" Taylor","9912 S. Avenue ",5356240,"Prekindergarten For All","3-4 hours"
" Lawrence","9928 S. Crandon ",5356320,"Prekindergarten For All","3-4 hours"
" Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman","1001 W Roosevelt Rd ",9395115,"School Age","PART DAY/FULL DAY"
" Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman","1001 W Roosevelt Rd ",9395115,"School Age","PART DAY/FULL DAY"
" Marcy Newberry Association - Newberry Center","1073 W Maxwell St ",8297555,"School Age","PART DAY/FULL DAY"
" South East Asia Center - South East Asia Center(Foster)","1112 W Foster Ave ",,"School Age","PART DAY/FULL DAY"
" South East Asia Center - South-East Asia Center(Ainslie)","1124 W Ainslie St ",9897433,"School Age","PART DAY/FULL DAY"
" Marcy Newberry Association - FOSCO ABLA Center","1312 S Racine Ave ",7466024,"School Age","PART DAY/FULL DAY"
" Marcy Newberry Association - FOSCO ABLA Center","1312 S Racine Ave ",7466024,"School Age","PART DAY/FULL DAY"
" Erie Neighborhood House - Erie House","1347 W Erie St ",6663460,"School Age","PART DAY/FULL DAY"
" Karen Cruz Children's Center - Karen Cruz Children's Center","1507 W Sunnyside Ave ",7281777,"School Age","PART DAY/FULL DAY"
" Better Boys Foundation - Better Boys Fndn Family Service","1512 S Pulaski St ",2779582,"School Age","PART DAY/FULL DAY"
" Marcy Newberry Association - Marcy Center","1539 S Springfield Ave ",7612300,"School Age","PART DAY/FULL DAY"
" Marcy Newberry Association - Marcy Center","1539 S Springfield Ave ",7612300,"School Age","PART DAY/FULL DAY"
" Chicago Commons Association - Paulo Freire","1653 W 43rd St ",8262669,"School Age","PART DAY/FULL DAY"
" Erie Neighborhood House - Erie Community Center","1701 W Superior St ",5635800,"School Age","PART DAY/FULL DAY"
" Chicago Commons Association - Guadalupano Family Center","1814 S Paulina St ",6663883,"School Age","PART DAY/FULL DAY"
" Chicago Commons Association - Guadalupano Family Center","1814 S Paulina St ",6663883,"School Age","PART DAY/FULL DAY"
" YMCA of Metropolitan Chicago - McCormick Tribune- YMCA","1834 N Lawndale Ave ",2352525,"School Age","PART DAY/FULL DAY"
" Gads Hill Center - Gads Hill Center/Cullerton","1919 W Cullerton St ",2260963,"School Age","PART DAY/FULL DAY"
" North Avenue Day Nursery - North Avenue Day Nursery","2001 W Pierce Ave ",3424499,"School Age","PART DAY/FULL DAY"
" Chinese American Service League - Chinese American Service League","2141 S Tan Ct ",7910418,"School Age","PART DAY/FULL DAY"
" Chinese American Service League - Chinese American Service League","2141 S Tan Ct ",7910418,"School Age","PART DAY/FULL DAY"
" El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California","2325 S California Ave ",5231629,"School Age","PART DAY/FULL DAY"
" El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California","2325 S California Ave ",5231629,"School Age","PART DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac","2414 S Albany Ave ",2775888,"School Age","PART DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac","2414 S Albany Ave ",2775888,"School Age","PART DAY/FULL DAY"
" Christopher House - Christopher House - Greenview","2507 N Greenview Ave ",4721083,"School Age","PART DAY/FULL DAY"
" Erie Neighborhood House - Charter School - Cortez","2510 W Cortez St ",4867161,"School Age","PART DAY/FULL DAY"
" Christopher House - Christopher House - Logan Square","2610 N Francisco Ave ",2354073,"School Age","PART DAY/FULL DAY"
" Hull House Association - Hull House School Age","2625 N Orchard St ",5299730,"School Age","PART DAY/FULL DAY"
" Gads Hill Center - Sinai Community/Ogden","2653 W Ogden Ave ",5211196,"School Age","PART DAY/FULL DAY"
" Gads Hill Center - Sinai Community/Ogden","2653 W Ogden Ave ",5211196,"School Age","PART DAY/FULL DAY"
" YMCA of Metropolitan Chicago - Rauner","2700 S Western Ave ",8473115,"School Age","PART DAY/FULL DAY"
" YMCA of Metropolitan Chicago - Rauner","2700 S Western Ave ",8473115,"School Age","PART DAY/FULL DAY"
" Boys and Girls Clubs of Chicago - Little Village","2801 S Ridgeway Ave ",7626100,"School Age","PART DAY/FULL DAY"
" YMCA of Metropolitan Chicago - South Chicago YMCA","3039 E 91st St ",7219100,"School Age","PART DAY/FULL DAY"
" Christopher House - Christoper House - Logan Square","3255 W Altgeld St ",2354073,"School Age","PART DAY/FULL DAY"
" Albany Park Community Center - Albany Park Day Care - Ainslie","3401 W Ainslie St ",5395907,"School Age","PART DAY/FULL DAY"
" YMCA of Metropolitan Chicago - North Lawndale YMCA","3449 W Arthington St ",6380773,"School Age","PART DAY/FULL DAY"
" YMCA of Metropolitan Chicago - North Lawndale YMCA","3449 W Arthington St ",6380773,"School Age","PART DAY/FULL DAY"
" YMCA of Metropolitan Chicago - Wabash YMCA","3763 S Wabash Ave ",2850020,"School Age","PART DAY/FULL DAY"
" Abraham Lincoln Centre - Abraham Lincoln Center","3858 S Cottage Grove Ave ",3736600,"School Age","PART DAY/FULL DAY"
" Grant Creative Learning Center - Grant Day Care Center","4025 S Drexel St ",2858440,"School Age","PART DAY/FULL DAY"
" Korean American Community Services - Korean American Community Services","4300 N California Ave ",5838281,"School Age","PART DAY/FULL DAY"
" Centers For New Horizons - Effie Ellis","4301 S Cottage Grove Ave ",,"School Age","PART DAY/FULL DAY"
" Hull House Association - LeClaire Hearst / Hull House Association","4340 S Lamon Ave ",7671516,"School Age","PART DAY/FULL DAY"
" Hull House Association - Uptown West / Hull House","4520 N Beacon St ",5613500,"School Age","PART DAY/FULL DAY"
" Firman Community Services - Firman House II SA (21st Century CLC)","4644 S Dearborn St ",3733400,"School Age","PART DAY/FULL DAY"
" Christopher House - Christopher House - Uptown","4701 N Winthrop Ave ",7694540,"School Age","PART DAY/FULL DAY"
" Gads Hill Center - Cesar Chavez Element","4747 S Marshfield St ",,"School Age","PART DAY/FULL DAY"
" Hull House Association - Lincoln Square / Hull House","4754 N Leavitt St ",8788651,"School Age","PART DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - St. Joseph","4800 S Paulina St ",9272524,"School Age","PART DAY/FULL DAY"
" Boys and Girls Clubs of Chicago - McCormick","4835 N Sheridan Rd ",9890222,"School Age","PART DAY/FULL DAY"
" Firman Community Services - Firman House East","4910 S Dr. Martin Luther King Dr ",3732083,"School Age","PART DAY/FULL DAY"
" Appeal for Charities and Goodwill - Appeal for Charities","50 W 71st St ",6515400,"School Age","PART DAY/FULL DAY"
" Hull House Association - Parkway Community Center / Hull House","500 E 67th St ",4931306,"School Age","PART DAY/FULL DAY"
" Douglass-Tubman Youth Ministries,Inc. - Douglass-Tubman Child Development Center","5010 W Chicago Ave ",6266581,"School Age","PART DAY/FULL DAY"
" South East Asia Center - South-East Asia Center(Broadway)","5120 N Broadway Ave ",,"School Age","PART DAY/FULL DAY"
" Onward Neighborhood House - Belmont-Cragin","5423 W Diversey ",,"School Age","PART DAY/FULL DAY"
" Onward Neighborhood House - Onward Neighborhood House","600 N Leavitt St ",6666726,"School Age","PART DAY/FULL DAY"
" Heartland Alliance for Human Needs & Rights - Heartland Human Care Services, Inc","615 W Wellington Ave ",,"School Age","PART DAY/FULL DAY"
" YMCA of Metropolitan Chicago - South Side YMCA","6330 S Stony Island Ave ",9470700,"School Age","PART DAY/FULL DAY"
" Woodlawn A.M.E. Church - Woodlawn A.M.E.","6456 S Evans Ave ",6671402,"School Age","PART DAY/FULL DAY"
" Chicago Commons Association - Nia Family Center","744 N Monticello Ave ",8266971,"School Age","PART DAY/FULL DAY"
" Chicago Youth Centers - Rebecca K. Crown / CYC","7601 S Phillips Ave ",6481550,"School Age","PART DAY/FULL DAY"
" Salvation Army - Temple / Salvation Army","1 N Ogden Ave ",2262649,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Salvation Army - Temple / Salvation Army","1 N Ogden Ave ",2262649,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" National Louis University - Dr. Effie O. Ellis Training Center","10 S Kedzie Ave ",5339011,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" National Louis University - Dr. Effie O. Ellis Training Center","10 S Kedzie Ave ",5339011,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman","1001 W Roosevelt Rd ",9395115,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman","1001 W Roosevelt Rd ",9395115,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - Cordia Marian","1100 S May St ",6663787,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - Cordia Marian","1100 S May St ",6663787,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Bethel New Life - Molade Child Development Center","1120 N Lamon Ave ",6267760,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" South East Asia Center - South-East Asia Center(Ainslie)","1124 W Ainslie St ",9897433,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Ada S. McKinley Community Services - McKinley - Roseland","11410 S Edbrooke Ave ",4681918,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Ada S. McKinley Community Services - McKinley - Roseland","11410 S Edbrooke Ave ",4681918,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Marcy Newberry Association - FOSCO ABLA Center","1312 S Racine Ave ",7466024,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Marcy Newberry Association - FOSCO ABLA Center","1312 S Racine Ave ",7466024,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Abraham Lincoln Centre - Hope Presbyterian Church","1354 W 61st St ",4715100,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes","1449 S Keeler Ave ",5213126,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes","1449 S Keeler Ave ",5213126,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Marcy Newberry Association - Marcy Center","1539 S Springfield Ave ",7612300,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Marcy Newberry Association - Marcy Center","1539 S Springfield Ave ",7612300,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Chicago Commons Association - Taylor Center for New Experiences","1633 N Hamlin Ave ",2278551,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Chicago Commons Association - Paulo Freire","1653 W 43rd St ",8262669,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Erie Neighborhood House - Erie Community Center","1701 W Superior St ",5635800,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Chicago Commons Association - Guadalupano Family Center","1814 S Paulina St ",6663883,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Chicago Commons Association - Guadalupano Family Center","1814 S Paulina St ",6663883,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" YMCA of Metropolitan Chicago - McCormick Tribune- YMCA","1834 N Lawndale Ave ",2352525,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" North Avenue Day Nursery - North Avenue Day Nursery","2001 W Pierce Ave ",3424499,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Chinese American Service League - Chinese American Service League","2141 S Tan Ct ",7910418,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Chinese American Service League - Chinese American Service League","2141 S Tan Ct ",7910418,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" YMCA of Metropolitan Chicago - High Ridge YMCA","2424 W Touhy Ave ",2628300,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" El Valor - Carlos Cantu","2434 S Kildare Ave ",,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" El Valor - Carlos Cantu","2434 S Kildare Ave ",,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Christopher House - Christopher House - Greenview","2507 N Greenview Ave ",4721083,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" St. Augustine College - St. Augustine - Nayarit","2610 W 25th Pl ",8783641,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" St. Augustine College - St. Augustine - Nayarit","2610 W 25th Pl ",8783641,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Gads Hill Center - Sinai Community/Ogden","2653 W Ogden Ave ",5211196,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Gads Hill Center - Sinai Community/Ogden","2653 W Ogden Ave ",5211196,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" YMCA of Metropolitan Chicago - Rauner","2700 S Western Ave ",8473115,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" YMCA of Metropolitan Chicago - Rauner","2700 S Western Ave ",8473115,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Mary Crane League - Mary Crane - West","2820 N Leavitt St ",3485528,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Mary Crane League - Mary Crane - North","2905 N Leavitt St ",9753322,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Mary Crane League - Mary Crane - East","2974 N Clybourn Ave ",3485528,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" YMCA of Metropolitan Chicago - South Chicago YMCA","3039 E 91st St ",7219100,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Metropolitan Family Services - Midway Children's Center (Chicago Lawn)","3215 W 63rd St ",8842350,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Albany Park Community Center - Albany Park Day Care - Ainslie","3401 W Ainslie St ",5395907,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" YMCA of Metropolitan Chicago - North Lawndale YMCA","3449 W Arthington St ",6380773,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" YMCA of Metropolitan Chicago - North Lawndale YMCA","3449 W Arthington St ",6380773,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Centers For New Horizons - Ida B. Wells Learning Center","3601 S Rhodes St ",3733640,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Firman Community Services - Firman House West","37 W 47th St ",3733400,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Ada S. McKinley Community Services - McKinley - St. Thomas","3801 S Wabash Ave ",2850617,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Centers For New Horizons - Edison L. Hoard Learning Center","3901 S State St ",5362187,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Salvation Army - New Hope / Salvation Army","4255 W Division St ",7224908,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Korean American Community Services - Korean American Community Services","4300 N California Ave ",5838281,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Centers For New Horizons - Effie Ellis","4301 S Cottage Grove Ave ",,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Ada S. McKinley Community Services - Maggie Drummond Day Care","4301 S Wabash Ave ",3738200,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Abraham Lincoln Centre - Lincoln - King","4314 S Cottage Grove Ave ",7472310,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Hull House Association - Leclaire-Ryder Day Care / Hull House","4410 S Laporte Ave ",7675170,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Hull House Association - Uptown West / Hull House","4520 N Beacon St ",5613500,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Home of Life Community Dev. Corp. - Home of Life Just For You","4647 W Washington Blvd ",6268655,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Home of Life Community Dev. Corp. - Home of Life Community Development","4650 W Madison St ",6268655,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Christopher House - Christopher House - Uptown","4701 N Winthrop Ave ",7694540,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Hull House Association - Lincoln Square / Hull House","4754 N Leavitt St ",8788651,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Hull House Association - Parkway Community Center / Hull House","500 E 67th St ",4931306,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Salvation Army - Columbus Park / Salvation Army","500 S Central Ave ",9214162,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Trinity United Church of Christ - Trinity United","532 W 95th St ",4883511,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - Grace Mission","5332 S Western Ave ",4761990,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Firman Community Services - Firman House South","5401 S Wentworth Ave ",4513400,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Onward Neighborhood House - Belmont-Cragin","5423 W Diversey ",,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Trinity Resources Unlimited, Inc. - Hope for Youth","5900 W Iowa St ",6260323,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Onward Neighborhood House - Onward Neighborhood House","600 N Leavitt St ",6666726,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Heartland Alliance for Human Needs & Rights - Heartland Human Care Services, Inc","615 W Wellington Ave ",,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Centers For New Horizons - Washington Park South Learning Center","6225 S Wabash Ave ",6672065,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" YMCA of Metropolitan Chicago - South Side YMCA","6330 S Stony Island Ave ",9470700,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Board Trustees-City Colleges of Chicago - Kennedy-King College","6800 S Wentworth Ave ",5533475,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Trinity United Church of Christ - Dr. Denton J. Brooks Center","6921 S Stony Island Ave ",9552818,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA","7 N Homan Ave ",2653900,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Christopher House - Christopher House - Rogers Park","7059 N Greenview Ave ",2745477,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Abraham Lincoln Centre - Donoghue","707 E 37th St ",,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Ada S. McKinley Community Services - McKinley - Howard","7222 S Exchange Ave ",2219711,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Chicago Commons Association - Nia Family Center","744 N Monticello Ave ",8266971,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Howard Area Community Center - Howard Area Community Center","7510 N Ashland Ave ",7647610,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Ada S. McKinley Community Services - McKinley - Wright Renaissance","7939 S Western Ave ",4768805,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" South Central Community Services - South Central Community Services","8316 S Ellis Ave ",4830900,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Marcy Newberry Association - South Harper Montessori","8358 S Stony Island Ave ",7340375,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Christopher House - Christopher House - Lakeshore","850 W Eastwood Ave ",2719403,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - Our Lady of Guadalupe","9129 S Burley Ave ",9785320,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Centers For New Horizons - Altgeld Gardens I","941 E 132nd Pl ",4683055,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Centers For New Horizons - Altgeld Gardens I","941 E 132nd Pl ",4683055,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Chicago State University - Chicago State University","9501 S Dr. Martin Luther King Dr ",9952400,"State Pre-Kindergarten","HALF DAY/FULL DAY"
" Skinner","111 S. Throop ",5347790,"Tuition Based Preschool","8-11 Hours, varies by facility"
" South Loop","1212 S. Plymouth ",5348690,"Tuition Based Preschool","8-11 Hours, varies by facility"
" South Loop","1212 S. Plymouth ",5348690,"Tuition Based Preschool","8-11 Hours, varies by facility"
" Blaine","1420 W. Grace ",5345750,"Tuition Based Preschool","8-11 Hours, varies by facility"
" Burley","1630 W. Barry ",5345475,"Tuition Based Preschool","8-11 Hours, varies by facility"
" Hamilton","1650 W. Cornelia ",5345484,"Tuition Based Preschool","8-11 Hours, varies by facility"
" Alcott","2625 N. Orchard ",5345460,"Tuition Based Preschool","8-11 Hours, varies by facility"
" Agassiz","2851 N. Seminary ",5345725,"Tuition Based Preschool","8-11 Hours, varies by facility"
" Nettelhorst","3252 N. Broadway ",5345810,"Tuition Based Preschool","8-11 Hours, varies by facility"
" Audubon","3500 N. Hoyne ",5345470,"Tuition Based Preschool","8-11 Hours, varies by facility"
